time	V(v0)	V(n001)
2.200300000149578e-03	6.701155e-01	2.455806e+00
2.210065625149578e-03	6.701558e-01	2.458632e+00
2.219831250149578e-03	6.701947e-01	2.461365e+00
2.229596875149578e-03	6.702322e-01	2.464005e+00
2.239362500149578e-03	6.702684e-01	2.466552e+00
2.249128125149577e-03	6.703032e-01	2.469006e+00
2.258893750149577e-03	6.703367e-01	2.471368e+00
2.268659375149577e-03	6.703688e-01	2.473636e+00
2.278425000149577e-03	6.703995e-01	2.475811e+00
2.288190625149576e-03	6.704289e-01	2.477894e+00
2.297956250149576e-03	6.704569e-01	2.479882e+00
2.307721875149576e-03	6.704836e-01	2.481778e+00
2.317487500149576e-03	6.705090e-01	2.483580e+00
2.327253125149576e-03	6.705331e-01	2.485288e+00
2.337018750149575e-03	6.705557e-01	2.486903e+00
2.346784375149575e-03	6.705770e-01	2.488425e+00
2.356550000149575e-03	6.705971e-01	2.489852e+00
2.366315625149575e-03	6.706158e-01	2.491186e+00
2.376081250149575e-03	6.706331e-01	2.492426e+00
2.385846875149574e-03	6.706492e-01	2.493572e+00
2.395612500149574e-03	6.706639e-01	2.494625e+00
2.405378125149574e-03	6.706773e-01	2.495583e+00
2.415143750149574e-03	6.706894e-01	2.496448e+00
2.424909375149574e-03	6.707001e-01	2.497218e+00
2.434675000149573e-03	6.707096e-01	2.497895e+00
2.444440625149573e-03	6.707177e-01	2.498477e+00
2.454206250149573e-03	6.707245e-01	2.498965e+00
2.463971875149573e-03	6.707301e-01	2.499359e+00
2.473737500149573e-03	6.707342e-01	2.499660e+00
2.483503125149572e-03	6.707371e-01	2.499866e+00
2.493268750149572e-03	6.707386e-01	2.499978e+00
2.503034375149572e-03	6.707389e-01	2.499995e+00
2.512800000149572e-03	6.707379e-01	2.499919e+00
2.522565625149571e-03	6.707355e-01	2.499749e+00
2.532331250149571e-03	6.707318e-01	2.499484e+00
2.542096875149571e-03	6.707268e-01	2.499125e+00
2.551862500149571e-03	6.707205e-01	2.498673e+00
2.561628125149571e-03	6.707128e-01	2.498126e+00
2.571393750149570e-03	6.707039e-01	2.497485e+00
2.581159375149570e-03	6.706936e-01	2.496750e+00
2.590925000149570e-03	6.706820e-01	2.495921e+00
2.600690625149570e-03	6.706691e-01	2.494998e+00
2.610456250149570e-03	6.706549e-01	2.493982e+00
2.620221875149569e-03	6.706394e-01	2.492871e+00
2.629987500149569e-03	6.706225e-01	2.491666e+00
2.639753125149569e-03	6.706043e-01	2.490368e+00
2.649518750149569e-03	6.705848e-01	2.488976e+00
2.659284375149569e-03	6.705639e-01	2.487490e+00
2.669050000149568e-03	6.705418e-01	2.485911e+00
2.678815625149568e-03	6.705183e-01	2.484237e+00
2.688581250149568e-03	6.704934e-01	2.482471e+00
2.698346875149568e-03	6.704673e-01	2.480611e+00
2.708112500149568e-03	6.704397e-01	2.478657e+00
2.717878125149567e-03	6.704108e-01	2.476611e+00
2.727643750149567e-03	6.703806e-01	2.474471e+00
2.737409375149567e-03	6.703490e-01	2.472237e+00
2.747175000149567e-03	6.703160e-01	2.469911e+00
2.756940625149566e-03	6.702818e-01	2.467492e+00
2.766706250149566e-03	6.702461e-01	2.464980e+00
2.776471875149566e-03	6.702091e-01	2.462375e+00
2.786237500149566e-03	6.701707e-01	2.459677e+00
2.796003125149566e-03	6.701308e-01	2.456887e+00
2.805768750149565e-03	6.700897e-01	2.454004e+00
2.815534375149565e-03	6.700472e-01	2.451029e+00
2.825300000149565e-03	6.700032e-01	2.447961e+00
2.835065625149565e-03	6.699579e-01	2.444802e+00
2.844831250149565e-03	6.699111e-01	2.441550e+00
2.854596875149564e-03	6.698629e-01	2.438207e+00
2.864362500149564e-03	6.698134e-01	2.434771e+00
2.874128125149564e-03	6.697624e-01	2.431244e+00
2.883893750149564e-03	6.697100e-01	2.427626e+00
2.893659375149564e-03	6.696561e-01	2.423916e+00
2.903425000149563e-03	6.696008e-01	2.420114e+00
2.913190625149563e-03	6.695441e-01	2.416222e+00
2.922956250149563e-03	6.694859e-01	2.412239e+00
2.932721875149563e-03	6.694263e-01	2.408165e+00
2.942487500149563e-03	6.693652e-01	2.404000e+00
2.952253125149562e-03	6.693025e-01	2.399745e+00
2.962018750149562e-03	6.692384e-01	2.395399e+00
2.971784375149562e-03	6.691729e-01	2.390963e+00
2.981550000149562e-03	6.691058e-01	2.386437e+00
2.991315625149561e-03	6.690373e-01	2.381821e+00
3.001081250149561e-03	6.689672e-01	2.377116e+00
3.010846875149561e-03	6.688955e-01	2.372321e+00
3.020612500149561e-03	6.688224e-01	2.367437e+00
3.030378125149561e-03	6.687477e-01	2.362463e+00
3.040143750149560e-03	6.686714e-01	2.357401e+00
3.049909375149560e-03	6.685936e-01	2.352250e+00
3.059675000149560e-03	6.685142e-01	2.347011e+00
3.069440625149560e-03	6.684332e-01	2.341683e+00
3.079206250149560e-03	6.683506e-01	2.336267e+00
3.088971875149559e-03	6.682665e-01	2.330762e+00
3.098737500149559e-03	6.681806e-01	2.325171e+00
3.108503125149559e-03	6.680933e-01	2.319491e+00
3.118268750149559e-03	6.680042e-01	2.313725e+00
3.128034375149559e-03	6.679134e-01	2.307871e+00
3.137800000149558e-03	6.678210e-01	2.301930e+00
3.147565625149558e-03	6.677269e-01	2.295902e+00
3.157331250149558e-03	6.676311e-01	2.289789e+00
3.167096875149558e-03	6.675337e-01	2.283589e+00
3.176862500149558e-03	6.674345e-01	2.277303e+00
3.186628125149557e-03	6.673335e-01	2.270931e+00
3.196393750149557e-03	6.672308e-01	2.264474e+00
3.206159375149557e-03	6.671264e-01	2.257931e+00
3.215925000149557e-03	6.670201e-01	2.251304e+00
3.225690625149556e-03	6.669121e-01	2.244591e+00
3.235456250149556e-03	6.668022e-01	2.237795e+00
3.245221875149556e-03	6.666905e-01	2.230914e+00
3.254987500149556e-03	6.665770e-01	2.223949e+00
3.264753125149556e-03	6.664616e-01	2.216900e+00
3.274518750149555e-03	6.663443e-01	2.209768e+00
3.284284375149555e-03	6.662251e-01	2.202552e+00
3.294050000149555e-03	6.661040e-01	2.195254e+00
3.303815625149555e-03	6.659809e-01	2.187873e+00
3.313581250149555e-03	6.658559e-01	2.180410e+00
3.323346875149554e-03	6.657289e-01	2.172864e+00
3.333112500149554e-03	6.655999e-01	2.165237e+00
3.342878125149554e-03	6.654689e-01	2.157528e+00
3.352643750149554e-03	6.653358e-01	2.149738e+00
3.362409375149554e-03	6.652007e-01	2.141867e+00
3.372175000149553e-03	6.650634e-01	2.133916e+00
3.381940625149553e-03	6.649240e-01	2.125884e+00
3.391706250149553e-03	6.647825e-01	2.117772e+00
3.401471875149553e-03	6.646389e-01	2.109580e+00
3.411237500149553e-03	6.644930e-01	2.101309e+00
3.421003125149552e-03	6.643450e-01	2.092959e+00
3.430768750149552e-03	6.641946e-01	2.084530e+00
3.440534375149552e-03	6.640421e-01	2.076022e+00
3.450300000149552e-03	6.638871e-01	2.067436e+00
3.460065625149551e-03	6.637299e-01	2.058773e+00
3.469831250149551e-03	6.635703e-01	2.050032e+00
3.479596875149551e-03	6.634083e-01	2.041214e+00
3.489362500149551e-03	6.632439e-01	2.032319e+00
3.499128125149551e-03	6.630770e-01	2.023347e+00
3.508893750149550e-03	6.629077e-01	2.014299e+00
3.518659375149550e-03	6.627358e-01	2.005176e+00
3.528425000149550e-03	6.625613e-01	1.995977e+00
3.538190625149550e-03	6.623842e-01	1.986703e+00
3.547956250149550e-03	6.622045e-01	1.977354e+00
3.557721875149549e-03	6.620221e-01	1.967930e+00
3.567487500149549e-03	6.618370e-01	1.958433e+00
3.577253125149549e-03	6.616492e-01	1.948861e+00
3.587018750149549e-03	6.614585e-01	1.939216e+00
3.596784375149549e-03	6.612650e-01	1.929499e+00
3.606550000149548e-03	6.610686e-01	1.919708e+00
3.616315625149548e-03	6.608692e-01	1.909846e+00
3.626081250149548e-03	6.606669e-01	1.899911e+00
3.635846875149548e-03	6.604615e-01	1.889905e+00
3.645612500149548e-03	6.602530e-01	1.879828e+00
3.655378125149547e-03	6.600415e-01	1.869680e+00
3.665143750149547e-03	6.598267e-01	1.859462e+00
3.674909375149547e-03	6.596087e-01	1.849174e+00
3.684675000149547e-03	6.593873e-01	1.838816e+00
3.694440625149547e-03	6.591626e-01	1.828388e+00
3.704206250149546e-03	6.589344e-01	1.817892e+00
3.713971875149546e-03	6.587028e-01	1.807328e+00
3.723737500149546e-03	6.584676e-01	1.796695e+00
3.733503125149546e-03	6.582288e-01	1.785995e+00
3.743268750149545e-03	6.579863e-01	1.775228e+00
3.753034375149545e-03	6.577400e-01	1.764393e+00
3.762800000149545e-03	6.574898e-01	1.753493e+00
3.772565625149545e-03	6.572358e-01	1.742526e+00
3.782331250149545e-03	6.569777e-01	1.731494e+00
3.792096875149544e-03	6.567156e-01	1.720396e+00
3.801862500149544e-03	6.564493e-01	1.709234e+00
3.811628125149544e-03	6.561787e-01	1.698007e+00
3.821393750149544e-03	6.559038e-01	1.686717e+00
3.831159375149544e-03	6.556244e-01	1.675363e+00
3.840925000149543e-03	6.553404e-01	1.663946e+00
3.850690625149543e-03	6.550518e-01	1.652466e+00
3.860456250149543e-03	6.547585e-01	1.640924e+00
3.870221875149543e-03	6.544603e-01	1.629320e+00
3.879987500149543e-03	6.541570e-01	1.617655e+00
3.889753125149542e-03	6.538487e-01	1.605929e+00
3.899518750149542e-03	6.535351e-01	1.594142e+00
3.909284375149542e-03	6.532162e-01	1.582296e+00
3.919050000149542e-03	6.528917e-01	1.570390e+00
3.928815625149542e-03	6.525616e-01	1.558425e+00
3.938581250149542e-03	6.522257e-01	1.546401e+00
3.948346875149542e-03	6.518838e-01	1.534319e+00
3.958112500149541e-03	6.515359e-01	1.522179e+00
3.967878125149541e-03	6.511816e-01	1.509982e+00
3.977643750149541e-03	6.508210e-01	1.497728e+00
3.987409375149541e-03	6.504536e-01	1.485417e+00
3.997175000149540e-03	6.500794e-01	1.473051e+00
4.006940625149540e-03	6.496982e-01	1.460629e+00
4.016706250149540e-03	6.493098e-01	1.448152e+00
4.026471875149540e-03	6.489138e-01	1.435621e+00
4.036237500149540e-03	6.485102e-01	1.423036e+00
4.046003125149539e-03	6.480986e-01	1.410397e+00
4.055768750149539e-03	6.476788e-01	1.397705e+00
4.065534375149539e-03	6.472505e-01	1.384960e+00
4.075300000149539e-03	6.468135e-01	1.372163e+00
4.085065625149539e-03	6.463674e-01	1.359315e+00
4.094831250149538e-03	6.459120e-01	1.346415e+00
4.104596875149538e-03	6.454468e-01	1.333465e+00
4.114362500149538e-03	6.449717e-01	1.320464e+00
4.124128125149538e-03	6.444860e-01	1.307414e+00
4.133893750149538e-03	6.439896e-01	1.294315e+00
4.143659375149537e-03	6.434819e-01	1.281166e+00
4.153425000149537e-03	6.429625e-01	1.267970e+00
4.163190625149537e-03	6.424310e-01	1.254726e+00
4.172956250149537e-03	6.418868e-01	1.241434e+00
4.182721875149537e-03	6.413295e-01	1.228096e+00
4.192487500149536e-03	6.407584e-01	1.214712e+00
4.202253125149536e-03	6.401730e-01	1.201282e+00
4.212018750149536e-03	6.395726e-01	1.187806e+00
4.221784375149536e-03	6.389565e-01	1.174286e+00
4.231550000149535e-03	6.383240e-01	1.160722e+00
4.241315625149535e-03	6.376743e-01	1.147114e+00
4.251081250149535e-03	6.370066e-01	1.133463e+00
4.260846875149535e-03	6.363199e-01	1.119769e+00
4.270612500149535e-03	6.356133e-01	1.106033e+00
4.280378125149534e-03	6.348856e-01	1.092255e+00
4.290143750149534e-03	6.341358e-01	1.078436e+00
4.299909375149534e-03	6.333625e-01	1.064577e+00
4.309675000149534e-03	6.325645e-01	1.050678e+00
4.319440625149534e-03	6.317402e-01	1.036739e+00
4.329206250149533e-03	6.308880e-01	1.022761e+00
4.338971875149533e-03	6.300063e-01	1.008744e+00
4.348737500149533e-03	6.290929e-01	9.946895e-01
4.358503125149533e-03	6.281458e-01	9.805974e-01
4.368268750149533e-03	6.271626e-01	9.664686e-01
4.378034375149532e-03	6.261408e-01	9.523033e-01
4.387800000149532e-03	6.250774e-01	9.381021e-01
4.397565625149532e-03	6.239692e-01	9.238657e-01
4.407331250149532e-03	6.228126e-01	9.095944e-01
4.417096875149532e-03	6.216037e-01	8.952889e-01
4.426862500149531e-03	6.203377e-01	8.809497e-01
4.436628125149531e-03	6.190096e-01	8.665774e-01
4.446393750149531e-03	6.176134e-01	8.521724e-01
4.456159375149531e-03	6.161426e-01	8.377354e-01
4.465925000149530e-03	6.145895e-01	8.232667e-01
4.475690625149530e-03	6.129449e-01	8.087671e-01
4.485456250149530e-03	6.111988e-01	7.942371e-01
4.495221875149530e-03	6.093389e-01	7.796771e-01
4.504987500149530e-03	6.073510e-01	7.650878e-01
4.514753125149529e-03	6.052182e-01	7.504697e-01
4.524518750149529e-03	6.029204e-01	7.358233e-01
4.534284375149529e-03	6.004329e-01	7.211492e-01
4.544050000149529e-03	5.977263e-01	7.064480e-01
4.553815625149529e-03	5.947642e-01	6.917202e-01
4.563581250149528e-03	5.915018e-01	6.769663e-01
4.573346875149528e-03	5.878830e-01	6.621870e-01
4.583112500149528e-03	5.838382e-01	6.473827e-01
4.592878125149528e-03	5.792800e-01	6.325540e-01
4.602643750149528e-03	5.741001e-01	6.177015e-01
4.612409375149527e-03	5.681669e-01	6.028258e-01
4.622175000149527e-03	5.613272e-01	5.879274e-01
4.631940625149527e-03	5.534188e-01	5.730068e-01
4.641706250149527e-03	5.443000e-01	5.580647e-01
4.651471875149527e-03	5.338966e-01	5.431015e-01
4.661237500149526e-03	5.222498e-01	5.281180e-01
4.671003125149526e-03	5.095254e-01	5.131145e-01
4.680768750149526e-03	4.959662e-01	4.980917e-01
4.690534375149526e-03	4.818197e-01	4.830501e-01
4.700300000149525e-03	4.672887e-01	4.679904e-01
4.710065625149525e-03	4.525166e-01	4.529130e-01
4.719831250149525e-03	4.375960e-01	4.378186e-01
4.729596875149525e-03	4.225831e-01	4.227077e-01
4.739362500149525e-03	4.075114e-01	4.075809e-01
4.749128125149524e-03	3.924000e-01	3.924388e-01
4.758893750149524e-03	3.772602e-01	3.772818e-01
4.768659375149524e-03	3.620987e-01	3.621107e-01
4.778425000149524e-03	3.469193e-01	3.469260e-01
4.788190625149524e-03	3.317244e-01	3.317281e-01
4.797956250149523e-03	3.165158e-01	3.165178e-01
4.807721875149523e-03	3.012944e-01	3.012956e-01
4.817487500149523e-03	2.860614e-01	2.860620e-01
4.827253125149523e-03	2.708173e-01	2.708177e-01
4.837018750149523e-03	2.555629e-01	2.555631e-01
4.846784375149522e-03	2.402989e-01	2.402990e-01
4.856550000149522e-03	2.250257e-01	2.250258e-01
4.866315625149522e-03	2.097441e-01	2.097441e-01
4.876081250149522e-03	1.944545e-01	1.944545e-01
