time	V(vds)	V(vgs)	V(vo)	Id(M1)
1.378470312574783e-03	1.405404e+01	3.437524e-03	-3.523155e-04	1.118189e-03
1.383353125074783e-03	1.405405e+01	3.325631e-03	-3.408176e-04	1.118174e-03
1.388235937574783e-03	1.405407e+01	3.210606e-03	-3.289770e-04	1.118159e-03
1.393118750074783e-03	1.405408e+01	3.092558e-03	-3.168473e-04	1.118143e-03
1.398001562574783e-03	1.405409e+01	2.971597e-03	-3.043975e-04	1.118127e-03
1.402884375074783e-03	1.405410e+01	2.847839e-03	-2.916818e-04	1.118111e-03
1.407767187574783e-03	1.405412e+01	2.721398e-03	-2.786697e-04	1.118094e-03
1.412650000074783e-03	1.405413e+01	2.592395e-03	-2.654158e-04	1.118077e-03
1.417532812574782e-03	1.405414e+01	2.460950e-03	-2.518902e-04	1.118060e-03
1.422415625074782e-03	1.405416e+01	2.327188e-03	-2.381481e-04	1.118042e-03
1.427298437574782e-03	1.405417e+01	2.191233e-03	-2.241599e-04	1.118024e-03
1.432181250074782e-03	1.405418e+01	2.053215e-03	-2.099813e-04	1.118006e-03
1.437064062574782e-03	1.405420e+01	1.913262e-03	-1.955831e-04	1.117988e-03
1.441946875074782e-03	1.405421e+01	1.771508e-03	-1.810214e-04	1.117969e-03
