time	V(n002)	V(n004)	Id(M1)
3.692923437574734e-03	1.168539e-03	-4.660862e-03	8.290103e-04
3.697806250074734e-03	1.181465e-03	-4.712188e-03	8.290044e-04
3.702689062574734e-03	1.193076e-03	-4.759076e-03	8.289991e-04
3.707571875074734e-03	1.203771e-03	-4.801491e-03	8.289942e-04
3.712454687574734e-03	1.213128e-03	-4.839384e-03	8.289900e-04
3.717337500074734e-03	1.221550e-03	-4.872728e-03	8.289861e-04
3.722220312574734e-03	1.228619e-03	-4.901483e-03	8.289829e-04
3.727103125074733e-03	1.234738e-03	-4.925631e-03	8.289801e-04
3.731985937574733e-03	1.239491e-03	-4.945141e-03	8.289778e-04
3.736868750074733e-03	1.243284e-03	-4.960002e-03	8.289762e-04
3.741751562574733e-03	1.245703e-03	-4.970192e-03	8.289750e-04
3.746634375074733e-03	1.247156e-03	-4.975711e-03	8.289744e-04
3.751517187574733e-03	1.247231e-03	-4.976544e-03	8.289743e-04
3.756400000074733e-03	1.246339e-03	-4.972699e-03	8.289747e-04
3.761282812574733e-03	1.244070e-03	-4.964171e-03	8.289758e-04
3.766165625074733e-03	1.240837e-03	-4.950976e-03	8.289772e-04
3.771048437574732e-03	1.236232e-03	-4.933119e-03	8.289793e-04
3.775931250074732e-03	1.230670e-03	-4.910626e-03	8.289819e-04
3.780814062574732e-03	1.223746e-03	-4.883508e-03	8.289850e-04
3.785696875074732e-03	1.215876e-03	-4.851799e-03	8.289886e-04
3.790579687574732e-03	1.206658e-03	-4.815522e-03	8.289928e-04
3.795462500074732e-03	1.196512e-03	-4.774718e-03	8.289975e-04
3.800345312574732e-03	1.185035e-03	-4.729418e-03	8.290027e-04
3.805228125074732e-03	1.172649e-03	-4.679672e-03	8.290083e-04
3.810110937574732e-03	1.158956e-03	-4.625519e-03	8.290146e-04
3.814993750074732e-03	1.144378e-03	-4.567019e-03	8.290213e-04
3.819876562574731e-03	1.128520e-03	-4.504217e-03	8.290285e-04
3.824759375074731e-03	1.111806e-03	-4.437183e-03	8.290362e-04
3.829642187574731e-03	1.093842e-03	-4.365969e-03	8.290444e-04
3.834525000074731e-03	1.075054e-03	-4.290652e-03	8.290529e-04
3.839407812574731e-03	1.055052e-03	-4.211294e-03	8.290621e-04
3.844290625074731e-03	1.034262e-03	-4.127979e-03	8.290716e-04
3.849173437574731e-03	1.012295e-03	-4.040776e-03	8.290816e-04
3.854056250074731e-03	9.895825e-04	-3.949775e-03	8.290920e-04
3.858939062574731e-03	9.657344e-04	-3.855055e-03	8.291029e-04
3.863821875074730e-03	9.411838e-04	-3.756712e-03	8.291141e-04
3.868704687574730e-03	9.155436e-04	-3.654831e-03	8.291259e-04
3.873587500074730e-03	8.892482e-04	-3.549516e-03	8.291379e-04
3.878470312574730e-03	8.619119e-04	-3.440857e-03	8.291504e-04
3.883353125074730e-03	8.339710e-04	-3.328966e-03	8.291631e-04
3.888235937574730e-03	8.050413e-04	-3.213939e-03	8.291763e-04
3.893118750074730e-03	7.755606e-04	-3.095892e-03	8.291898e-04
3.898001562574730e-03	7.451458e-04	-2.974930e-03	8.292037e-04
3.902884375074730e-03	7.142364e-04	-2.851174e-03	8.292178e-04
3.907767187574730e-03	6.824510e-04	-2.724731e-03	8.292324e-04
3.912650000074729e-03	6.502297e-04	-2.595729e-03	8.292471e-04
3.917532812574729e-03	6.171925e-04	-2.464282e-03	8.292622e-04
3.922415625074729e-03	5.837811e-04	-2.330522e-03	8.292775e-04
3.927298437574729e-03	5.496163e-04	-2.194565e-03	8.292931e-04
3.932181250074729e-03	5.151408e-04	-2.056549e-03	8.293089e-04
3.937064062574729e-03	4.799766e-04	-1.916595e-03	8.293249e-04
3.941946875074729e-03	4.445671e-04	-1.774842e-03	8.293411e-04
3.946829687574729e-03	4.085354e-04	-1.631416e-03	8.293576e-04
3.951712500074729e-03	3.723258e-04	-1.486461e-03	8.293741e-04
3.956595312574729e-03	3.355618e-04	-1.340104e-03	8.293909e-04
3.961478125074728e-03	2.986886e-04	-1.192492e-03	8.294078e-04
3.966360937574728e-03	2.613304e-04	-1.043755e-03	8.294249e-04
3.971243750074728e-03	2.239327e-04	-8.940410e-04	8.294419e-04
3.976126562574728e-03	1.861205e-04	-7.434830e-04	8.294592e-04
3.981009375074728e-03	1.483396e-04	-5.922311e-04	8.294765e-04
3.985892187574728e-03	1.102153e-04	-4.404190e-04	8.294940e-04
3.990775000074728e-03	7.219372e-05	-2.881984e-04	8.295113e-04
3.995657812574728e-03	3.390027e-05	-1.357037e-04	8.295288e-04
4.000540625074728e-03	-4.218412e-06	1.691270e-05	8.295462e-04
4.005423437574727e-03	-4.253708e-05	1.695161e-04	8.295638e-04
4.010306250074727e-03	-8.060910e-05	3.219539e-04	8.295812e-04
4.015189062574727e-03	-1.188091e-04	4.740916e-04	8.295986e-04
4.020071875074727e-03	-1.566908e-04	6.257771e-04	8.296160e-04
4.024954687574727e-03	-1.946289e-04	7.768765e-04	8.296333e-04
4.029837500074727e-03	-2.321773e-04	9.272388e-04	8.296505e-04
4.034720312574727e-03	-2.697110e-04	1.076731e-03	8.296676e-04
4.039603125074727e-03	-3.067844e-04	1.225204e-03	8.296846e-04
4.044485937574727e-03	-3.437728e-04	1.372527e-03	8.297015e-04
4.049368750074727e-03	-3.802312e-04	1.518552e-03	8.297181e-04
4.054251562574726e-03	-4.165355e-04	1.663151e-03	8.297348e-04
4.059134375074726e-03	-4.522415e-04	1.806178e-03	8.297511e-04
4.064017187574726e-03	-4.877255e-04	1.947509e-03	8.297673e-04
4.068900000074726e-03	-5.225440e-04	2.087000e-03	8.297832e-04
4.073782812574726e-03	-5.570746e-04	2.224530e-03	8.297990e-04
4.078665625074726e-03	-5.908743e-04	2.359960e-03	8.298145e-04
4.083548437574726e-03	-6.243218e-04	2.493173e-03	8.298298e-04
4.088431250074726e-03	-6.569753e-04	2.624032e-03	8.298447e-04
4.093314062574726e-03	-6.892142e-04	2.752425e-03	8.298594e-04
4.098196875074725e-03	-7.205979e-04	2.878222e-03	8.298738e-04
4.103079687574725e-03	-7.515073e-04	3.001312e-03	8.298879e-04
4.107962500074725e-03	-7.815029e-04	3.121572e-03	8.299016e-04
4.112845312574725e-03	-8.109668e-04	3.238897e-03	8.299151e-04
4.117728125074725e-03	-8.394610e-04	3.353167e-03	8.299281e-04
4.122610937574725e-03	-8.673691e-04	3.464284e-03	8.299409e-04
4.127493750074725e-03	-8.942541e-04	3.572135e-03	8.299532e-04
4.132376562574725e-03	-9.205015e-04	3.676627e-03	8.299652e-04
4.137259375074725e-03	-9.456761e-04	3.777652e-03	8.299767e-04
4.142142187574725e-03	-9.701644e-04	3.875125e-03	8.299879e-04
4.147025000074724e-03	-9.935332e-04	3.968945e-03	8.299986e-04
4.151907812574724e-03	-1.016171e-03	4.059032e-03	8.300089e-04
4.156790625074724e-03	-1.037645e-03	4.145293e-03	8.300188e-04
4.161673437574724e-03	-1.058347e-03	4.227656e-03	8.300282e-04
4.166556250074724e-03	-1.077847e-03	4.306033e-03	8.300371e-04
4.171439062574724e-03	-1.096535e-03	4.380361e-03	8.300457e-04
4.176321875074724e-03	-1.113986e-03	4.450560e-03	8.300536e-04
4.181204687574724e-03	-1.130592e-03	4.516574e-03	8.300613e-04
4.186087500074724e-03	-1.145927e-03	4.578330e-03	8.300683e-04
4.190970312574724e-03	-1.160387e-03	4.635780e-03	8.300749e-04
4.195853125074723e-03	-1.173549e-03	4.688861e-03	8.300809e-04
4.200735937574723e-03	-1.185811e-03	4.737533e-03	8.300865e-04
4.205618750074723e-03	-1.196749e-03	4.781739e-03	8.300915e-04
4.210501562574723e-03	-1.206766e-03	4.821448e-03	8.300961e-04
4.215384375074723e-03	-1.215440e-03	4.856613e-03	8.301001e-04
4.220267187574723e-03	-1.223174e-03	4.887210e-03	8.301036e-04
4.225150000074723e-03	-1.229550e-03	4.913202e-03	8.301066e-04
4.230032812574723e-03	-1.234973e-03	4.934572e-03	8.301090e-04
4.234915625074723e-03	-1.239027e-03	4.951291e-03	8.301109e-04
4.239798437574722e-03	-1.242119e-03	4.963354e-03	8.301123e-04
4.244681250074722e-03	-1.243836e-03	4.970740e-03	8.301131e-04
4.249564062574722e-03	-1.244585e-03	4.973450e-03	8.301134e-04
4.254446875074722e-03	-1.243957e-03	4.971473e-03	8.301131e-04
4.259329687574722e-03	-1.242362e-03	4.964820e-03	8.301124e-04
4.264212500074722e-03	-1.239391e-03	4.953488e-03	8.301111e-04
4.269095312574722e-03	-1.235458e-03	4.937497e-03	8.301093e-04
4.273978125074722e-03	-1.230155e-03	4.916854e-03	8.301068e-04
4.278860937574722e-03	-1.223898e-03	4.891585e-03	8.301040e-04
4.283743750074722e-03	-1.216283e-03	4.861707e-03	8.301005e-04
4.288626562574721e-03	-1.207728e-03	4.827256e-03	8.300966e-04
4.293509375074721e-03	-1.197829e-03	4.788255e-03	8.300921e-04
4.298392187574721e-03	-1.187006e-03	4.744751e-03	8.300872e-04
4.303275000074721e-03	-1.174860e-03	4.696776e-03	8.300816e-04
4.308157812574721e-03	-1.161812e-03	4.644383e-03	8.300756e-04
4.313040625074721e-03	-1.147464e-03	4.587613e-03	8.300691e-04
4.317923437574721e-03	-1.132240e-03	4.526528e-03	8.300621e-04
4.322806250074721e-03	-1.115744e-03	4.461176e-03	8.300546e-04
4.327689062574721e-03	-1.098402e-03	4.391629e-03	8.300467e-04
4.332571875074720e-03	-1.079819e-03	4.317943e-03	8.300382e-04
4.337454687574720e-03	-1.060424e-03	4.240195e-03	8.300293e-04
4.342337500074720e-03	-1.039825e-03	4.158451e-03	8.300199e-04
4.347220312574720e-03	-1.018450e-03	4.072796e-03	8.300102e-04
4.352103125074720e-03	-9.959113e-04	3.983302e-03	8.299999e-04
4.356985937574720e-03	-9.726385e-04	3.890062e-03	8.299892e-04
4.361868750074720e-03	-9.482438e-04	3.793154e-03	8.299781e-04
4.366751562574720e-03	-9.231605e-04	3.692679e-03	8.299666e-04
4.371634375074720e-03	-8.970019e-04	3.588723e-03	8.299546e-04
4.376517187574720e-03	-8.702030e-04	3.481393e-03	8.299424e-04
4.381400000074719e-03	-8.423785e-04	3.370779e-03	8.299297e-04
4.386282812574719e-03	-8.139650e-04	3.256996e-03	8.299167e-04
4.391165625074719e-03	-7.845791e-04	3.140142e-03	8.299032e-04
4.396048437574719e-03	-7.546586e-04	3.020335e-03	8.298896e-04
4.400931250074719e-03	-7.238212e-04	2.897680e-03	8.298755e-04
4.405814062574719e-03	-6.925065e-04	2.772300e-03	8.298612e-04
4.410696875074719e-03	-6.603336e-04	2.644305e-03	8.298465e-04
4.415579687574719e-03	-6.277429e-04	2.513824e-03	8.298316e-04
4.420462500074719e-03	-5.943550e-04	2.380972e-03	8.298163e-04
4.425345312574719e-03	-5.606115e-04	2.245881e-03	8.298009e-04
4.430228125074718e-03	-5.261340e-04	2.108671e-03	8.297851e-04
4.435110937574718e-03	-4.913652e-04	1.969479e-03	8.297692e-04
4.439993750074718e-03	-4.559273e-04	1.828427e-03	8.297531e-04
4.444876562574718e-03	-4.202641e-04	1.685657e-03	8.297368e-04
4.449759375074718e-03	-3.839990e-04	1.541295e-03	8.297202e-04
4.454642187574718e-03	-3.475763e-04	1.395485e-03	8.297035e-04
4.459525000074718e-03	-3.106200e-04	1.248355e-03	8.296866e-04
4.464407812574718e-03	-2.735750e-04	1.100054e-03	8.296697e-04
4.469290625074718e-03	-2.360663e-04	9.507113e-04	8.296525e-04
4.474173437574717e-03	-1.985390e-04	8.004767e-04	8.296354e-04
4.479056250074717e-03	-1.606186e-04	6.494827e-04	8.296181e-04
4.483939062574717e-03	-1.227507e-04	4.978803e-04	8.296007e-04
4.488821875074717e-03	-8.456078e-05	3.458033e-04	8.295833e-04
4.493704687574717e-03	-4.649512e-05	1.934037e-04	8.295659e-04
4.498587500074717e-03	-8.179282e-06	4.081611e-05	8.295484e-04
4.503470312574717e-03	2.994050e-05	-1.118070e-04	8.295309e-04
4.508353125074717e-03	6.823865e-05	-2.643309e-04	8.295134e-04
4.513235937574717e-03	1.062687e-04	-4.166032e-04	8.294961e-04
4.518118750074717e-03	1.444051e-04	-5.684894e-04	8.294786e-04
4.523001562574716e-03	1.822020e-04	-7.198376e-04	8.294613e-04
4.527884375074716e-03	2.200337e-04	-8.705144e-04	8.294440e-04
4.532767187574716e-03	2.574546e-04	-1.020369e-03	8.294269e-04
4.537650000074716e-03	2.948396e-04	-1.169269e-03	8.294099e-04
4.542532812574716e-03	3.317434e-04	-1.317066e-03	8.293930e-04
4.547415625074716e-03	3.685414e-04	-1.463629e-03	8.293762e-04
4.552298437574716e-03	4.047888e-04	-1.608812e-03	8.293596e-04
4.557181250074716e-03	4.408615e-04	-1.752487e-03	8.293431e-04
4.562064062574716e-03	4.763156e-04	-1.894510e-03	8.293269e-04
4.566946875074715e-03	5.115278e-04	-2.034755e-03	8.293108e-04
4.571829687574715e-03	5.460549e-04	-2.173083e-03	8.292950e-04
4.576712500074715e-03	5.802745e-04	-2.309371e-03	8.292794e-04
4.581595312574715e-03	6.137440e-04	-2.443483e-03	8.292641e-04
4.586478125074715e-03	6.468424e-04	-2.575301e-03	8.292489e-04
4.591360937574715e-03	6.791283e-04	-2.704693e-03	8.292341e-04
4.596243750074715e-03	7.109814e-04	-2.831545e-03	8.292196e-04
4.601126562574715e-03	7.419615e-04	-2.955729e-03	8.292054e-04
4.606009375074715e-03	7.724498e-04	-3.077138e-03	8.291915e-04
4.610892187574715e-03	8.020074e-04	-3.195647e-03	8.291780e-04
4.615775000074714e-03	8.310165e-04	-3.311155e-03	8.291647e-04
4.620657812574714e-03	8.590396e-04	-3.423543e-03	8.291519e-04
4.625540625074714e-03	8.864608e-04	-3.532716e-03	8.291394e-04
4.630423437574714e-03	9.128437e-04	-3.638560e-03	8.291273e-04
4.635306250074714e-03	9.385741e-04	-3.740986e-03	8.291155e-04
4.640189062574714e-03	9.632172e-04	-3.839889e-03	8.291043e-04
4.645071875074714e-03	9.871603e-04	-3.935183e-03	8.290933e-04
4.649954687574714e-03	1.009970e-03	-4.026771e-03	8.290829e-04
4.654837500074714e-03	1.032036e-03	-4.114575e-03	8.290728e-04
4.659720312574714e-03	1.052927e-03	-4.198504e-03	8.290632e-04
4.664603125074713e-03	1.073034e-03	-4.278487e-03	8.290540e-04
4.669485937574713e-03	1.091926e-03	-4.354441e-03	8.290454e-04
4.674368750074713e-03	1.109998e-03	-4.426302e-03	8.290371e-04
4.679251562574713e-03	1.126820e-03	-4.493995e-03	8.290294e-04
4.684134375074713e-03	1.142789e-03	-4.557464e-03	8.290221e-04
4.689017187574713e-03	1.157479e-03	-4.616641e-03	8.290154e-04
4.693900000074713e-03	1.171285e-03	-4.671478e-03	8.290091e-04
4.698782812574713e-03	1.183785e-03	-4.721917e-03	8.290033e-04
4.703665625074713e-03	1.195378e-03	-4.767917e-03	8.289980e-04
4.708548437574712e-03	1.205642e-03	-4.809427e-03	8.289934e-04
4.713431250074712e-03	1.214977e-03	-4.846416e-03	8.289891e-04
4.718314062574712e-03	1.222965e-03	-4.878841e-03	8.289854e-04
4.723196875074712e-03	1.230008e-03	-4.906681e-03	8.289822e-04
4.728079687574712e-03	1.235690e-03	-4.929899e-03	8.289796e-04
4.732962500074712e-03	1.240416e-03	-4.948484e-03	8.289774e-04
4.737845312574712e-03	1.243770e-03	-4.962408e-03	8.289759e-04
4.742728125074712e-03	1.246160e-03	-4.971669e-03	8.289748e-04
4.747610937574712e-03	1.247173e-03	-4.976247e-03	8.289744e-04
4.752493750074712e-03	1.247219e-03	-4.976147e-03	8.289743e-04
4.757376562574711e-03	1.245888e-03	-4.971362e-03	8.289749e-04
4.762259375074711e-03	1.243590e-03	-4.961903e-03	8.289760e-04
4.767142187574711e-03	1.239918e-03	-4.947772e-03	8.289777e-04
4.772025000074711e-03	1.235285e-03	-4.928990e-03	8.289798e-04
4.776907812574711e-03	1.229286e-03	-4.905566e-03	8.289825e-04
4.781790625074711e-03	1.222336e-03	-4.877531e-03	8.289856e-04
4.786673437574711e-03	1.214032e-03	-4.844903e-03	8.289894e-04
4.791556250074711e-03	1.204792e-03	-4.807720e-03	8.289937e-04
4.796439062574711e-03	1.194215e-03	-4.766011e-03	8.289985e-04
4.801321875074710e-03	1.182719e-03	-4.719821e-03	8.290038e-04
4.806204687574710e-03	1.169907e-03	-4.669187e-03	8.290096e-04
4.811087500074710e-03	1.156200e-03	-4.614164e-03	8.290159e-04
4.815970312574710e-03	1.141201e-03	-4.554795e-03	8.290227e-04
4.820853125074710e-03	1.125334e-03	-4.491146e-03	8.290300e-04
4.825735937574710e-03	1.108205e-03	-4.423266e-03	8.290378e-04
4.830618750074710e-03	1.090239e-03	-4.351230e-03	8.290460e-04
4.835501562574710e-03	1.071043e-03	-4.275096e-03	8.290548e-04
4.840384375074710e-03	1.051045e-03	-4.194944e-03	8.290639e-04
4.845267187574710e-03	1.029855e-03	-4.110842e-03	8.290736e-04
4.850150000074709e-03	1.007901e-03	-4.022875e-03	8.290836e-04
4.855032812574709e-03	9.847952e-04	-3.931121e-03	8.290942e-04
4.859915625074709e-03	9.609689e-04	-3.835672e-03	8.291051e-04
4.864798437574709e-03	9.360344e-04	-3.736610e-03	8.291165e-04
4.869681250074709e-03	9.104253e-04	-3.634038e-03	8.291282e-04
4.874564062574709e-03	8.837555e-04	-3.528042e-03	8.291404e-04
4.879446875074709e-03	8.564605e-04	-3.418732e-03	8.291528e-04
4.884329687574709e-03	8.281556e-04	-3.306202e-03	8.291658e-04
4.889212500074709e-03	7.992776e-04	-3.190566e-03	8.291790e-04
4.894095312574709e-03	7.694436e-04	-3.071924e-03	8.291926e-04
4.898978125074708e-03	7.390919e-04	-2.950397e-03	8.292065e-04
4.903860937574708e-03	7.078408e-04	-2.826090e-03	8.292207e-04
4.908743750074708e-03	6.761298e-04	-2.699130e-03	8.292352e-04
4.913626562574708e-03	6.435788e-04	-2.569626e-03	8.292501e-04
4.918509375074708e-03	6.106285e-04	-2.437710e-03	8.292652e-04
4.923392187574708e-03	5.768997e-04	-2.303496e-03	8.292806e-04
4.928275000074708e-03	5.428342e-04	-2.167121e-03	8.292962e-04
4.933157812574708e-03	5.080542e-04	-2.028703e-03	8.293121e-04
4.938040625074708e-03	4.730025e-04	-1.888382e-03	8.293281e-04
4.942923437574707e-03	4.373018e-04	-1.746281e-03	8.293444e-04
4.947806250074707e-03	4.013959e-04	-1.602542e-03	8.293609e-04
4.952689062574707e-03	3.649085e-04	-1.457292e-03	8.293775e-04
4.957571875074707e-03	3.282840e-04	-1.310677e-03	8.293943e-04
4.962454687574707e-03	2.911469e-04	-1.162825e-03	8.294113e-04
4.967337500074707e-03	2.539422e-04	-1.013884e-03	8.294283e-04
4.972220312574707e-03	2.162946e-04	-8.639868e-04	8.294454e-04
4.977103125074707e-03	1.786498e-04	-7.132821e-04	8.294627e-04
4.981985937574707e-03	1.406334e-04	-5.619033e-04	8.294801e-04
4.986868750074707e-03	1.026908e-04	-4.100016e-04	8.294974e-04
4.991751562574706e-03	6.444784e-05	-2.577112e-04	8.295149e-04
4.996634375074706e-03	2.635070e-05	-1.051842e-04	8.295323e-04
5.000000000000000e-03	-9.795056e-08	1.872959e-08	8.295444e-04
